plot,scan_plot,tag,stem_id,distance_m,direction_deg,x_canopy_dim_m,y_canopy_dim_m,notes_scan,base_stem_id,height_m,dec_latitude,dec_longitude,species_binomial,dbh_cm
12,8,446,12_446,6.2,30,2,1.5,NA,12_446,4.2,-15.11653597,14.90651398,Combretum apiculatum,6.6
12,9,495,12_495,1.7,273,2.6,2.8,NA,12_495,5.4,-15.11670898,14.90635204,Combretum apiculatum,9
12,9,493,12_493,3.3,120,1.6,2.8,NA,12_493,3.8,-15.11667998,14.90630502,Baphia bequaerti,7.7
12,9,492,12_492,4.2,140,9.5,10.2,NA,12_492,10.8,-15.11668098,14.90630602,Brachystegia glaucescens,37.9
12,9,497,12_497,5.2,46,4,5.3,NA,12_497,12.2,-15.116741,14.90638297,Guibourtia coleosperma,17
12,9,496,12_496,3.1,22,2,2.4,NA,12_496,3.8,-15.11669104,14.90638901,Guibourtia coleosperma,5.9
15,1,29,15_29,9.6,270,8.2,8.2,NA,15_29,8.8,-15.13280801,14.72156301,Baikiaea plurijuga,39.9
15,1,26,15_26,7.8,110,12.8,14.1,NA,15_26,12.8,-15.13287297,14.72142999,Baikiaea plurijuga,71.5
15,2,32,15_32,2.6,350,7.1,8.4,NA,15_32,10.2,-15.13290801,14.72182402,Baikiaea plurijuga,60.7
15,3,40,15_40,5.8,340,8.1,3.7,NA,15_40,9.8,-15.13297196,14.72216701,Baikiaea plurijuga,29
15,3,43,15_43,7.5,182,9.5,6.1,NA,15_43,9.4,-15.13287297,14.72217497,Baikiaea plurijuga,37.9
15,4,101,15_101,1.9,160,5.2,4.6,NA,15_101,9,-15.13322703,14.72204103,Baikiaea plurijuga,28.9
15,4,104,15_104,2.2,10,5.1,6.1,NA,15_104,8.2,-15.13326097,14.72207196,Baikiaea plurijuga,49.4
15,4,102,15_102,5.3,5,NA,NA,NA,15_102,7.2,-15.133308,14.72203097,NA,18.8
15,5,97,15_97,9.4,304,7.8,5.5,NA,15_97,11.8,-15.13321504,14.72183802,Baikiaea plurijuga,38.3
15,6,79,15_79,1.2,172,3.8,3.8,NA,15_79,10.6,-15.13316198,14.72141398,Baikiaea plurijuga,28
15,6,78,15_78,4.4,140,2.3,3.6,NA,15_78,9.8,-15.13313499,14.72141599,Baikiaea plurijuga,23.2
15,6,80,15_80,4.1,80,3.8,6.2,NA,15_80,9.8,-15.13318202,14.72139202,Baikiaea plurijuga,22.7
15,6,83,15_83,10.6,352,7.5,7.3,NA,15_83,8.4,-15.13326198,14.72144499,Baikiaea plurijuga,36.1
15,7,165,15_165,5.5,250,5.7,4.5,NA,15_165,12,-15.13348502,14.72137098,Baikiaea plurijuga,29.5
15,7,166,15_166,6,302,7.7,1.9,NA,15_166,4.8,-15.13347303,14.72141197,Baphia massaiensis,8.7
15,7,168,15_168,5.5,332,4.8,5,NA,15_168,12.4,-15.13348804,14.72137702,Baikiaea plurijuga,39
15,7,147,15_147,7,130,8.5,8.4,NA,15_147,12,-15.13344403,14.72133704,Baikiaea plurijuga,37.6
15,7,148,15_148,6.5,60,8.4,7.6,NA,15_148,12.8,-15.13350497,14.72130502,Baikiaea plurijuga,39.5
15,8,174,15_174,4.4,323,NA,NA,NA,15_174,1.8,-15.13352802,14.72170701,NA,18.5
15,9,182,15_182,4.4,93,NA,NA,NA,15_182,1.6,-15.13353598,14.72195696,NA,20
14,1,13,14_13,2.4,20,1.6,1.6,NA,14_12,2.4,-15.01129699,14.79489502,Baphia bequaerti,7.1
14,1,19,14_19,4,42,1.8,1.8,NA,14_19,6,-15.01144501,14.79476896,Julbernardia paniculata,7.9
14,1,9,14_9,5.1,110,1.9,2.2,NA,14_9,3,-15.01141903,14.79479101,Baphia bequaerti,9
14,1,8,14_8,4.9,120,5.2,5.2,NA,14_8,7.2,-15.01137997,14.79478103,Burkea africana,27.1
14,2,39,14_39,2.5,280,10.8,10.2,NA,14_39,8,-15.01175296,14.79489997,Julbernardia paniculata,24.6
14,2,40,14_40,2.5,312,3.4,3.8,NA,14_40,8,-15.01174802,14.79490198,Julbernardia paniculata,15.3
14,2,38,14_38,3.8,310,3.2,7.1,NA,14_38,8.5,-15.01174903,14.794919,Julbernardia paniculata,15.6
14,2,41,14_41,2.8,20,NA,NA,NA,14_41,2.8,-15.01175498,14.79487399,NA,9.5
14,2,37,14_37,7.2,274,7.8,8.2,NA,14_37,8.8,-15.01172103,14.79493199,Julbernardia paniculata,21.2
14,3,71,14_71,4,280,13.8,4.1,NA,14_71,5.8,-15.01202102,14.79501002,Julbernardia paniculata,13.3
14,3,73,14_73,1.3,42,1.3,1.3,NA,14_72,2.2,-15.01202798,14.79498697,Baphia bequaerti,5.2
14,3,72,14_72,1.2,42,1.3,1.3,NA,14_72,2.2,-15.01201901,14.79498496,Baphia bequaerti,5.4
14,3,74,14_74,5.4,40,3.1,3.8,NA,14_74,6.4,-15.01207299,14.79499703,Julbernardia paniculata,11.6
14,3,98,14_98,5.8,52,1.9,1.8,NA,14_98,3.6,-15.012047,14.79491296,Julbernardia paniculata,7.2
14,3,67,14_67,4.5,110,1.6,2.1,NA,14_67,4.2,-15.01202999,14.79493702,Pterocarpus angolensis,11
14,3,66,14_66,5,120,2.1,1.8,NA,14_65,4.2,-15.01199998,14.79493098,Pterocarpus angolensis,10.4
14,4,218,14_218,4.9,20,1.5,1.3,NA,14_218,2.4,-15.01222,14.79468296,Pseudolachnostylis maprouneifolia,5.1
14,5,197,14_197,6.8,352,15.1,15.1,NA,14_197,11.4,-15.01191901,14.79461197,Julbernardia paniculata,51
14,5,199,14_199,3.5,311,5.1,4.5,NA,14_198,10.2,-15.01188297,14.79462303,Pterocarpus angolensis,22.8
14,5,198,14_198,3.5,300,4.8,4.5,NA,14_198,10.2,-15.01188003,14.79462404,Pterocarpus angolensis,21
14,5,191,14_191,2.7,290,1.9,2.3,NA,14_191,2.2,-15.01186696,14.79462203,Diplorhynchus condylocarpon,9.1
14,5,193,14_193,2.2,80,1.2,1.4,NA,14_193,4.8,-15.01186998,14.79461297,Diplorhynchus condylocarpon,7.9
14,5,194,14_194,1.2,170,1.9,1.4,NA,14_194,4.6,-15.01185799,14.79459403,Diplorhynchus condylocarpon,8
14,5,195,14_195,1.2,170,1.8,1.5,NA,14_194,5,-15.01185799,14.79459403,Diplorhynchus condylocarpon,8
14,6,171,14_171,3.8,30,2.2,2.2,NA,14_171,3.6,-15.01157602,14.79448398,Julbernardia paniculata,6.7
14,6,172,14_172,3.2,20,2.4,2.4,NA,14_172,4,-15.01156596,14.79450703,Julbernardia paniculata,9.7
14,6,173,14_173,2.4,370,5.4,6.3,NA,14_173,6.2,-15.01157401,14.79452999,Julbernardia paniculata,23.6
14,6,174,14_174,4.5,300,4.8,4.3,NA,14_174,5.8,-15.01157703,14.79455204,Baphia bequaerti,18
14,6,164,14_164,5.3,98,2.2,2.4,NA,14_164,4.4,-15.01154602,14.79447199,Julbernardia paniculata,9.2
14,6,167,14_167,5.2,62,1.7,1.6,NA,14_167,3.4,-15.01157401,14.79446503,Julbernardia paniculata,7.8
14,7,312,14_312,2.1,70,6.9,10.1,NA,14_312,8.4,-15.01170603,14.79419899,Julbernardia paniculata,32.2
14,7,310,14_310,4.3,90,2,3.1,NA,14_310,6,-15.01172002,14.79416697,Pterocarpus angolensis,14.4
14,7,311,14_311,4.1,100,1.9,3.1,NA,14_310,6,-15.01172396,14.79417502,Pterocarpus angolensis,11.6
14,7,313,14_313,4.2,120,4.6,4.7,NA,14_313,8.4,-15.01167996,14.79419799,Julbernardia paniculata,13.7
14,8,333,14_333,3.5,222,3.4,4,NA,14_333,8,-15.01193502,14.79415197,Pterocarpus angolensis,14.1
14,8,337,14_337,7,10,2.3,2.7,NA,14_337,7,-15.01209402,14.79429103,Diplorhynchus condylocarpon,11.7
14,8,339,14_339,7.3,24,3.9,3.7,NA,14_339,7,-15.01209796,14.79429597,Diplorhynchus condylocarpon,15.2
14,9,349,14_349,2.4,124,NA,NA,Dead,14_349,6,-15.01229502,14.794388,NA,40.1
14,9,374,14_374,3.6,333,4.1,3,NA,NA,NA,NA,NA,NA,NA
14,9,228,14_228,6,0,0.6,1,NA,14_227,3.2,-15.01232201,14.79445799,Burkea africana,5.3
13,1,9,13_9,5.3,310,4.4,7.4,NA,13_8,8.8,-15.19778302,14.81746296,Lonchocarpus nelsii,32.5
13,1,221,13_221,3,360,1,1.1,NA,NA,NA,NA,NA,NA,NA
13,2,19,13_19,4.3,10,3.2,3.6,NA,13_19,6.6,-15.19791897,14.81769003,Baikiaea plurijuga,31.7
13,3,27,13_27,2.6,130,1,1.1,NA,13_27,3.6,-15.19796298,14.81798801,Combretum sp. plot_13,6
13,3,29,13_29,5.2,360,2.1,1.9,NA,13_28,2,-15.19805199,14.81800603,Baphia massaiensis,5.8
13,3,30,13_30,4.3,213,1.3,1,NA,13_30,2.8,-15.19801101,14.81804903,NA,6.2
13,3,28,13_28,5.2,360,2.1,1.9,NA,13_28,2,-15.19804303,14.81802103,Baphia massaiensis,6.8
13,4,108,13_108,3.2,60,NA,NA,NA,13_108,7,-15.19823204,14.81797703,NA,25
13,5,93,13_93,2.5,150,9.8,10.2,NA,13_93,13.2,-15.19817797,14.81757503,Baikiaea plurijuga,54.4
13,6,161,13_161,9.9,40,10.7,9.1,NA,13_161,11.4,-15.19818401,14.81728099,Baikiaea plurijuga,51.7
13,8,189,13_189,1.8,120,2.8,2,NA,NA,NA,NA,NA,NA,NA
13,8,186,13_186,5.2,131,0.9,0.9,NA,13_186,2.8,-15.19845902,14.81752298,Baphia massaiensis,6.9
13,8,188,13_188,3.3,140,2,1.3,NA,13_188,4.2,-15.19846397,14.81757897,Baphia massaiensis,5.5
13,8,187,13_187,3.7,140,NA,NA,NA,13_187,4.2,-15.19846103,14.81756799,Baphia massaiensis,6.4
13,9,207,13_207,2.3,50,1.3,1.5,NA,13_207,2.6,-15.19862196,14.81784602,Baphia massaiensis,6.5
13,9,206,13_206,2.8,40,1.9,2.9,NA,13_205,6.4,-15.19862498,14.81784099,Baphia massaiensis,14.1
13,9,205,13_205,3,52,2,2.1,NA,13_205,4.2,-15.19862096,14.81784199,Baphia massaiensis,7.1
13,9,204,13_204,3.4,23,2.7,3,NA,13_204,4.2,-15.19864501,14.81783596,Baphia massaiensis,13.6
13,9,203,13_203,4,32,16.7,17.3,NA,13_203,14.6,-15.19865097,14.817829,Baikiaea plurijuga,67.9
13,9,209,13_209,4.5,220,1,0.8,NA,13_209,4.2,-15.19859003,14.81787401,Baphia massaiensis,7.1
13,9,208,13_208,4.8,270,1,0.8,NA,13_208,2.4,-15.198599,14.81790301,Baphia massaiensis,6.8
